Instante,Usina,Energia Ativa kWh,Energia Ativa Ponta kWh,Energia Ativa Fora Ponta kWh,Demanda Ativa kW,Demanda Ativa Ponta kW,Demanda Ativa Fora Ponta kW
2021-09-10 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 03:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 03:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 04:15:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-10 04:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 04:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 05:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 05:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-10 05:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 06:00:00,X,-0.42,0.0,-0.42,-1.68,0.0,-1.68
2021-09-10 06:15:00,X,5.25,0.0,5.25,21.0,0.0,21.0
2021-09-10 06:30:00,X,24.78,0.0,24.78,99.12,0.0,99.12
2021-09-10 06:45:00,X,62.58,0.0,62.58,250.32,0.0,250.32
2021-09-10 07:00:00,X,109.2,0.0,109.2,436.8,0.0,436.8
2021-09-10 07:15:00,X,166.53,0.0,166.53,666.12,0.0,666.12
2021-09-10 07:30:00,X,206.01,0.0,206.01,824.04,0.0,824.04
2021-09-10 07:45:00,X,231.84,0.0,231.84,927.36,0.0,927.36
2021-09-10 08:00:00,X,246.12,0.0,246.12,984.48,0.0,984.48
2021-09-10 08:15:00,X,256.2,0.0,256.2,1024.8,0.0,1024.8
2021-09-10 08:30:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-10 08:45:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-10 09:00:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-10 09:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 09:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 09:45:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-10 10:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 10:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 10:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 10:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 11:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 11:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 11:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 11:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 12:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 12:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 12:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 12:45:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-10 13:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 13:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-10 13:30:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-10 13:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 14:00:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-10 14:15:00,X,259.77,0.0,259.77,1039.08,0.0,1039.08
2021-09-10 14:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 14:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 15:00:00,X,259.98,0.0,259.98,1039.92,0.0,1039.92
2021-09-10 15:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-10 15:30:00,X,258.09,0.0,258.09,1032.36,0.0,1032.36
2021-09-10 15:45:00,X,250.32,0.0,250.32,1001.28,0.0,1001.28
2021-09-10 16:00:00,X,245.28,0.0,245.28,981.12,0.0,981.12
2021-09-10 16:15:00,X,233.73,0.0,233.73,934.92,0.0,934.92
2021-09-10 16:30:00,X,219.66,0.0,219.66,878.64,0.0,878.64
2021-09-10 16:45:00,X,193.62,0.0,193.62,774.48,0.0,774.48
2021-09-10 17:00:00,X,143.43,0.0,143.43,573.72,0.0,573.72
2021-09-10 17:15:00,X,85.05,85.05,0.0,340.2,340.2,0.0
2021-09-10 17:30:00,X,37.38,37.38,0.0,149.52,149.52,0.0
2021-09-10 17:45:00,X,7.14,7.14,0.0,28.56,28.56,0.0
2021-09-10 18:00:00,X,-0.63,-0.63,0.0,-2.52,-2.52,0.0
2021-09-10 18:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-10 18:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-10 18:45:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-10 19:00:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-10 19:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-10 19:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-10 19:45:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-10 20:00:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-10 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 20:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 21:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 21:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 21:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 22:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 22:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 23:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-11 00:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 00:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 00:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 00:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 01:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 01:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 01:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 02:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-11 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 02:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 02:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 03:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 03:30:00,X,-1.26,0.0,,-5.04,0.0,
2021-09-11 03:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-11 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 04:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 04:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 04:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 05:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-11 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 05:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 05:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 06:00:00,X,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11 06:15:00,X,5.04,0.0,5.04,20.16,0.0,20.16
2021-09-11 06:30:00,X,25.83,0.0,25.83,103.32,0.0,103.32
2021-09-11 06:45:00,X,68.46,0.0,68.46,273.84,0.0,273.84
2021-09-11 07:00:00,X,121.59,0.0,121.59,486.36,0.0,486.36
2021-09-11 07:15:00,X,178.92,0.0,178.92,715.68,0.0,715.68
2021-09-11 07:30:00,X,212.31,0.0,212.31,849.24,0.0,849.24
2021-09-11 07:45:00,X,229.11,0.0,229.11,916.44,0.0,916.44
2021-09-11 08:00:00,X,242.97,0.0,242.97,971.88,0.0,971.88
2021-09-11 08:15:00,X,255.57,0.0,255.57,1022.28,0.0,1022.28
2021-09-11 08:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 08:45:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-11 09:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 09:15:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-11 09:30:00,X,259.98,0.0,259.98,1039.92,0.0,1039.92
2021-09-11 09:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 10:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 10:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 10:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 10:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 11:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 11:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 11:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 11:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 12:00:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-11 12:15:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-11 12:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 12:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 13:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 13:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 13:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 13:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 14:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 14:15:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-11 14:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 14:45:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-11 15:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-11 15:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 15:30:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-11 15:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-11 16:00:00,X,254.1,0.0,254.1,1016.4,0.0,1016.4
2021-09-11 16:15:00,X,245.07,0.0,245.07,980.28,0.0,980.28
2021-09-11 16:30:00,X,228.9,0.0,228.9,915.6,0.0,915.6
2021-09-11 16:45:00,X,207.06,0.0,207.06,828.24,0.0,828.24
2021-09-11 17:00:00,X,154.56,0.0,154.56,618.24,0.0,618.24
2021-09-11 17:15:00,X,95.76,0.0,95.76,383.04,0.0,383.04
2021-09-11 17:30:00,X,41.58,0.0,41.58,166.32,0.0,166.32
2021-09-11 17:45:00,X,7.56,0.0,7.56,30.24,0.0,30.24
2021-09-11 18:00:00,X,-0.84,0.0,-0.84,-3.36,0.0,-3.36
2021-09-11 18:15:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-11 18:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 18:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 19:00:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-11 19:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 19:30:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-11 19:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 20:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 20:30:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-11 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 21:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 21:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 21:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 22:30:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-11 22:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-11 23:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 00:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 00:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 00:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 00:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 01:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-12 01:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 01:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 02:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 02:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 02:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-12 03:00:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-12 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 03:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-12 03:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 04:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 04:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 04:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 05:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 05:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 05:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 06:00:00,X,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12 06:15:00,X,5.25,0.0,5.25,21.0,0.0,21.0
2021-09-12 06:30:00,X,32.55,0.0,32.55,130.2,0.0,130.2
2021-09-12 06:45:00,X,81.9,0.0,81.9,327.6,0.0,327.6
2021-09-12 07:00:00,X,140.07,0.0,140.07,560.28,0.0,560.28
2021-09-12 07:15:00,X,198.87,0.0,198.87,795.48,0.0,795.48
2021-09-12 07:30:00,X,231.21,0.0,231.21,924.84,0.0,924.84
2021-09-12 07:45:00,X,247.8,0.0,247.8,991.2,0.0,991.2
2021-09-12 08:00:00,X,258.09,0.0,258.09,1032.36,0.0,1032.36
2021-09-12 08:15:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-12 08:30:00,X,261.03,0.0,261.03,1044.12,0.0,1044.12
2021-09-12 08:45:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-12 09:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 09:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 09:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 09:45:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-12 10:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 10:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 10:30:00,X,198.45,0.0,198.45,793.8,0.0,793.8
2021-09-12 10:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 11:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 11:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 11:30:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-12 11:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 12:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 12:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 12:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 12:45:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-12 13:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 13:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 13:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 13:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 14:00:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-12 14:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 14:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-12 14:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 15:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-12 15:15:00,X,259.98,0.0,259.98,1039.92,0.0,1039.92
2021-09-12 15:30:00,X,259.35,0.0,259.35,1037.4,0.0,1037.4
2021-09-12 15:45:00,X,254.73,0.0,254.73,1018.92,0.0,1018.92
2021-09-12 16:00:00,X,246.33,0.0,246.33,985.32,0.0,985.32
2021-09-12 16:15:00,X,230.37,0.0,230.37,921.48,0.0,921.48
2021-09-12 16:30:00,X,211.89,0.0,211.89,847.56,0.0,847.56
2021-09-12 16:45:00,X,192.36,0.0,192.36,769.44,0.0,769.44
2021-09-12 17:00:00,X,141.33,0.0,141.33,565.32,0.0,565.32
2021-09-12 17:15:00,X,84.21,0.0,84.21,336.84,0.0,336.84
2021-09-12 17:30:00,X,35.28,0.0,35.28,141.12,0.0,141.12
2021-09-12 17:45:00,X,6.51,0.0,6.51,26.04,0.0,26.04
2021-09-12 18:00:00,X,-0.63,0.0,-0.63,-2.52,0.0,-2.52
2021-09-12 18:15:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-12 18:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 18:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 19:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 19:15:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-12 19:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 19:45:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-12 20:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 20:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 21:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 21:30:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-12 21:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-12 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 22:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 22:45:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-12 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-12 23:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 00:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 00:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 00:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 00:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-13 01:00:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-13 01:15:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-13 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 01:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 02:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 02:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 02:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-13 03:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 03:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 03:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 04:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 04:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 04:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-13 05:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 05:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 05:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-13 06:00:00,X,1.05,0.0,1.05,4.2,0.0,4.2
2021-09-13 06:15:00,X,10.71,0.0,10.71,42.84,0.0,42.84
2021-09-13 06:30:00,X,40.11,0.0,40.11,160.44,0.0,160.44
2021-09-13 06:45:00,X,74.76,0.0,74.76,299.04,0.0,299.04
2021-09-13 07:00:00,X,110.25,0.0,110.25,441.0,0.0,441.0
2021-09-13 07:15:00,X,153.93,0.0,153.93,615.72,0.0,615.72
2021-09-13 07:30:00,X,173.25,0.0,173.25,693.0,0.0,693.0
2021-09-13 07:45:00,X,198.24,0.0,198.24,792.96,0.0,792.96
2021-09-13 08:00:00,X,219.24,0.0,219.24,876.96,0.0,876.96
2021-09-13 08:15:00,X,235.2,0.0,235.2,940.8,0.0,940.8
2021-09-13 08:30:00,X,254.94,0.0,254.94,1019.76,0.0,1019.76
2021-09-13 08:45:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-13 09:00:00,X,259.14,0.0,259.14,1036.56,0.0,1036.56
2021-09-13 09:15:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-13 09:30:00,X,260.82,0.0,260.82,1043.28,0.0,1043.28
2021-09-13 09:45:00,X,259.14,0.0,259.14,1036.56,0.0,1036.56
2021-09-13 10:00:00,X,251.37,0.0,251.37,1005.48,0.0,1005.48
2021-09-13 10:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 10:30:00,X,257.46,0.0,257.46,1029.84,0.0,1029.84
2021-09-13 10:45:00,X,257.88,0.0,257.88,1031.52,0.0,1031.52
2021-09-13 11:00:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-13 11:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 11:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 11:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 12:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-13 12:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 12:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 12:45:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 13:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-13 13:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-13 13:30:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-13 13:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-13 14:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-13 14:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-13 14:30:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
