Instante,Usina,Energia Ativa kWh,Energia Ativa Ponta kWh,Energia Ativa Fora Ponta kWh,Demanda Ativa kW,Demanda Ativa Ponta kW,Demanda Ativa Fora Ponta kW
2021-09-06 16:00:00,X,225.54,0.0,225.54,902.16,0.0,902.16
2021-09-06 16:15:00,X,211.47,0.0,211.47,845.88,0.0,845.88
2021-09-06 16:30:00,X,189.21,0.0,189.21,756.84,0.0,756.84
2021-09-06 16:45:00,X,162.12,0.0,162.12,648.48,0.0,648.48
2021-09-06 17:00:00,X,70.98,0.0,70.98,283.92,0.0,283.92
2021-09-06 17:15:00,X,56.28,56.28,0.0,225.12,225.12,0.0
2021-09-06 17:30:00,X,20.37,20.37,0.0,81.48,81.48,0.0
2021-09-06 17:45:00,X,3.99,3.99,0.0,15.96,15.96,0.0
2021-09-06 18:00:00,X,-1.05,-1.05,0.0,-4.2,-4.2,0.0
2021-09-06 18:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-06 18:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-06 18:45:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-06 19:00:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-06 19:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-06 19:30:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-06 19:45:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-06 20:00:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-06 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 20:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 21:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 21:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 21:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 22:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 22:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-06 23:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 00:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 00:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 00:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 00:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 01:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 01:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 01:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 02:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 02:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 02:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 03:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 03:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 03:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 04:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 04:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 04:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 05:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 05:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 05:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 06:00:00,X,-0.63,0.0,-0.63,-2.52,0.0,-2.52
2021-09-07 06:15:00,X,2.94,0.0,2.94,11.76,0.0,11.76
2021-09-07 06:30:00,X,20.16,0.0,20.16,80.64,0.0,80.64
2021-09-07 06:45:00,X,58.38,0.0,58.38,233.52,0.0,233.52
2021-09-07 07:00:00,X,97.02,0.0,97.02,388.08,0.0,388.08
2021-09-07 07:15:00,X,124.11,0.0,124.11,496.44,0.0,496.44
2021-09-07 07:30:00,X,196.56,0.0,196.56,786.24,0.0,786.24
2021-09-07 07:45:00,X,217.14,0.0,217.14,868.56,0.0,868.56
2021-09-07 08:00:00,X,228.06,0.0,228.06,912.24,0.0,912.24
2021-09-07 08:15:00,X,240.03,0.0,240.03,960.12,0.0,960.12
2021-09-07 08:30:00,X,250.11,0.0,250.11,1000.44,0.0,1000.44
2021-09-07 08:45:00,X,256.62,0.0,256.62,1026.48,0.0,1026.48
2021-09-07 09:00:00,X,257.25,0.0,257.25,1029.0,0.0,1029.0
2021-09-07 09:15:00,X,257.25,0.0,257.25,1029.0,0.0,1029.0
2021-09-07 09:30:00,X,257.88,0.0,257.88,1031.52,0.0,1031.52
2021-09-07 09:45:00,X,258.3,0.0,258.3,1033.2,0.0,1033.2
2021-09-07 10:00:00,X,258.3,0.0,258.3,1033.2,0.0,1033.2
2021-09-07 10:15:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-07 10:30:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-07 10:45:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-07 11:00:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-07 11:15:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-07 11:30:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-07 11:45:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-07 12:00:00,X,258.3,0.0,258.3,1033.2,0.0,1033.2
2021-09-07 12:15:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-07 12:30:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-07 12:45:00,X,258.93,0.0,258.93,1035.72,0.0,1035.72
2021-09-07 13:00:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-07 13:15:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-07 13:30:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-07 13:45:00,X,258.93,0.0,258.93,1035.72,0.0,1035.72
2021-09-07 14:00:00,X,258.3,0.0,258.3,1033.2,0.0,1033.2
2021-09-07 14:15:00,X,251.79,0.0,251.79,1007.16,0.0,1007.16
2021-09-07 14:30:00,X,258.3,0.0,258.3,1033.2,0.0,1033.2
2021-09-07 14:45:00,X,258.09,0.0,258.09,1032.36,0.0,1032.36
2021-09-07 15:00:00,X,257.25,0.0,257.25,1029.0,0.0,1029.0
2021-09-07 15:15:00,X,254.94,0.0,254.94,1019.76,0.0,1019.76
2021-09-07 15:30:00,X,167.58,0.0,167.58,670.32,0.0,670.32
2021-09-07 15:45:00,X,243.6,0.0,243.6,974.4,0.0,974.4
2021-09-07 16:00:00,X,231.21,0.0,231.21,924.84,0.0,924.84
2021-09-07 16:15:00,X,202.86,0.0,202.86,811.44,0.0,811.44
2021-09-07 16:30:00,X,196.14,0.0,196.14,784.56,0.0,784.56
2021-09-07 16:45:00,X,177.03,0.0,177.03,708.12,0.0,708.12
2021-09-07 17:00:00,X,127.68,0.0,127.68,510.72,0.0,510.72
2021-09-07 17:15:00,X,73.29,0.0,73.29,293.16,0.0,293.16
2021-09-07 17:30:00,X,29.4,0.0,29.4,117.6,0.0,117.6
2021-09-07 17:45:00,X,5.04,0.0,5.04,20.16,0.0,20.16
2021-09-07 18:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 18:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 18:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 18:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 19:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 19:15:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-07 19:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 19:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 20:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 20:30:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-07 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 21:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 21:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 21:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 22:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-07 22:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-07 23:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 00:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 00:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 00:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 00:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 01:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 01:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 01:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-08 02:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 02:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 02:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 03:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-08 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 03:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 03:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 04:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 04:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 04:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 05:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 05:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 05:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-08 06:00:00,X,-0.42,0.0,-0.42,-1.68,0.0,-1.68
2021-09-08 06:15:00,X,4.2,0.0,4.2,16.8,0.0,16.8
2021-09-08 06:30:00,X,27.3,0.0,27.3,109.2,0.0,109.2
2021-09-08 06:45:00,X,72.45,0.0,72.45,289.8,0.0,289.8
2021-09-08 07:00:00,X,127.26,0.0,127.26,509.04,0.0,509.04
2021-09-08 07:15:00,X,185.22,0.0,185.22,740.88,0.0,740.88
2021-09-08 07:30:00,X,220.92,0.0,220.92,883.68,0.0,883.68
2021-09-08 07:45:00,X,235.2,0.0,235.2,940.8,0.0,940.8
2021-09-08 08:00:00,X,246.12,0.0,246.12,984.48,0.0,984.48
2021-09-08 08:15:00,X,253.89,0.0,253.89,1015.56,0.0,1015.56
2021-09-08 08:30:00,X,255.57,0.0,255.57,1022.28,0.0,1022.28
2021-09-08 08:45:00,X,256.83,0.0,256.83,1027.32,0.0,1027.32
2021-09-08 09:00:00,X,257.25,0.0,257.25,1029.0,0.0,1029.0
2021-09-08 09:15:00,X,258.3,0.0,258.3,1033.2,0.0,1033.2
2021-09-08 09:30:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-08 09:45:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-08 10:00:00,X,258.72,0.0,258.72,1034.88,0.0,1034.88
2021-09-08 10:15:00,X,259.35,0.0,259.35,1037.4,0.0,1037.4
2021-09-08 10:30:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-08 10:45:00,X,259.98,0.0,259.98,1039.92,0.0,1039.92
2021-09-08 11:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 11:15:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 11:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 11:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 12:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 12:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 12:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 12:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 13:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 13:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 13:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 13:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 14:00:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 14:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 14:30:00,X,260.61,0.0,260.61,1042.44,0.0,1042.44
2021-09-08 14:45:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 15:00:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 15:15:00,X,260.4,0.0,260.4,1041.6,0.0,1041.6
2021-09-08 15:30:00,X,257.67,0.0,257.67,1030.68,0.0,1030.68
2021-09-08 15:45:00,X,251.37,0.0,251.37,1005.48,0.0,1005.48
2021-09-08 16:00:00,X,240.87,0.0,240.87,963.48,0.0,963.48
2021-09-08 16:15:00,X,228.69,0.0,228.69,914.76,0.0,914.76
2021-09-08 16:30:00,X,211.89,0.0,211.89,847.56,0.0,847.56
2021-09-08 16:45:00,X,190.05,0.0,190.05,760.2,0.0,760.2
2021-09-08 17:00:00,X,137.55,0.0,137.55,550.2,0.0,550.2
2021-09-08 17:15:00,X,80.22,80.22,0.0,320.88,320.88,0.0
2021-09-08 17:30:00,X,33.18,33.18,0.0,132.72,132.72,0.0
2021-09-08 17:45:00,X,5.88,5.88,0.0,23.52,23.52,0.0
2021-09-08 18:00:00,X,-0.84,-0.84,0.0,-3.36,-3.36,0.0
2021-09-08 18:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-08 18:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-08 18:45:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-08 19:00:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-08 19:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-08 19:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-08 19:45:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-08 20:00:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-08 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 20:30:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-08 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 21:00:00,X,-1.47,0.0,-1.47,-5.88,0.0,-5.88
2021-09-08 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 21:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 21:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-08 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 22:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 22:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-08 23:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 00:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 00:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 00:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 00:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-09 01:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 01:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 01:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 02:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 02:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 02:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 03:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 03:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 03:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 03:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 04:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 04:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 04:30:00,X,-1.26,0.0,,-5.04,0.0,
2021-09-09 04:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 05:00:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-09 05:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 05:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 05:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 06:00:00,X,-0.63,0.0,-0.63,-2.52,0.0,-2.52
2021-09-09 06:15:00,X,3.99,0.0,3.99,15.96,0.0,15.96
2021-09-09 06:30:00,X,20.79,0.0,20.79,83.16,0.0,83.16
2021-09-09 06:45:00,X,56.7,0.0,56.7,226.8,0.0,226.8
2021-09-09 07:00:00,X,102.69,0.0,102.69,410.76,0.0,410.76
2021-09-09 07:15:00,X,153.72,0.0,153.72,614.88,0.0,614.88
2021-09-09 07:30:00,X,185.64,0.0,185.64,742.56,0.0,742.56
2021-09-09 07:45:00,X,193.41,0.0,193.41,773.64,0.0,773.64
2021-09-09 08:00:00,X,200.55,0.0,200.55,802.2,0.0,802.2
2021-09-09 08:15:00,X,215.25,0.0,215.25,861.0,0.0,861.0
2021-09-09 08:30:00,X,222.18,0.0,222.18,888.72,0.0,888.72
2021-09-09 08:45:00,X,226.17,0.0,226.17,904.68,0.0,904.68
2021-09-09 09:00:00,X,232.05,0.0,232.05,928.2,0.0,928.2
2021-09-09 09:15:00,X,236.88,0.0,236.88,947.52,0.0,947.52
2021-09-09 09:30:00,X,240.66,0.0,240.66,962.64,0.0,962.64
2021-09-09 09:45:00,X,242.76,0.0,242.76,971.04,0.0,971.04
2021-09-09 10:00:00,X,241.92,0.0,241.92,967.68,0.0,967.68
2021-09-09 10:15:00,X,250.74,0.0,250.74,1002.96,0.0,1002.96
2021-09-09 10:30:00,X,255.15,0.0,255.15,1020.6,0.0,1020.6
2021-09-09 10:45:00,X,257.46,0.0,257.46,1029.84,0.0,1029.84
2021-09-09 11:00:00,X,257.46,0.0,257.46,1029.84,0.0,1029.84
2021-09-09 11:15:00,X,255.78,0.0,255.78,1023.12,0.0,1023.12
2021-09-09 11:30:00,X,255.99,0.0,255.99,1023.96,0.0,1023.96
2021-09-09 11:45:00,X,258.09,0.0,258.09,1032.36,0.0,1032.36
2021-09-09 12:00:00,X,259.35,0.0,259.35,1037.4,0.0,1037.4
2021-09-09 12:15:00,X,259.35,0.0,259.35,1037.4,0.0,1037.4
2021-09-09 12:30:00,X,258.51,0.0,258.51,1034.04,0.0,1034.04
2021-09-09 12:45:00,X,259.77,0.0,259.77,1039.08,0.0,1039.08
2021-09-09 13:00:00,X,258.09,0.0,258.09,1032.36,0.0,1032.36
2021-09-09 13:15:00,X,258.93,0.0,258.93,1035.72,0.0,1035.72
2021-09-09 13:30:00,X,260.19,0.0,260.19,1040.76,0.0,1040.76
2021-09-09 13:45:00,X,257.67,0.0,257.67,1030.68,0.0,1030.68
2021-09-09 14:00:00,X,255.78,0.0,255.78,1023.12,0.0,1023.12
2021-09-09 14:15:00,X,240.66,0.0,240.66,962.64,0.0,962.64
2021-09-09 14:30:00,X,234.15,0.0,234.15,936.6,0.0,936.6
2021-09-09 14:45:00,X,222.39,0.0,222.39,889.56,0.0,889.56
2021-09-09 15:00:00,X,220.5,0.0,220.5,882.0,0.0,882.0
2021-09-09 15:15:00,X,205.38,0.0,205.38,821.52,0.0,821.52
2021-09-09 15:30:00,X,195.3,0.0,195.3,781.2,0.0,781.2
2021-09-09 15:45:00,X,178.71,0.0,178.71,714.84,0.0,714.84
2021-09-09 16:00:00,X,115.29,0.0,115.29,461.16,0.0,461.16
2021-09-09 16:15:00,X,102.06,0.0,102.06,408.24,0.0,408.24
2021-09-09 16:30:00,X,97.44,0.0,97.44,389.76,0.0,389.76
2021-09-09 16:45:00,X,83.16,0.0,83.16,332.64,0.0,332.64
2021-09-09 17:00:00,X,54.81,0.0,54.81,219.24,0.0,219.24
2021-09-09 17:15:00,X,31.29,31.29,0.0,125.16,125.16,0.0
2021-09-09 17:30:00,X,12.6,12.6,0.0,50.4,50.4,0.0
2021-09-09 17:45:00,X,3.15,3.15,0.0,12.6,12.6,0.0
2021-09-09 18:00:00,X,-1.05,-1.05,0.0,-4.2,-4.2,0.0
2021-09-09 18:15:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-09 18:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-09 18:45:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-09 19:00:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-09 19:15:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-09 19:30:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-09 19:45:00,X,-1.26,-1.26,0.0,-5.04,-5.04,0.0
2021-09-09 20:00:00,X,-1.47,-1.47,0.0,-5.88,-5.88,0.0
2021-09-09 20:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 20:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 20:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 21:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 21:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 21:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 21:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 22:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 22:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 22:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 22:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 23:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 23:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 23:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-09 23:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 00:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 00:15:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-10 00:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 00:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 01:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 01:15:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-10 01:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 01:45:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 02:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 02:15:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 02:30:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
2021-09-10 02:45:00,X,-1.05,0.0,-1.05,-4.2,0.0,-4.2
2021-09-10 03:00:00,X,-1.26,0.0,-1.26,-5.04,0.0,-5.04
